key,kind,id,RULING,RULING_reason
OMISSION|2-s2.0-85194733750|EXPOSURE|1.66,OMISSION,2-s2.0-85194733750,ADD_ROW,
OMISSION|2-s2.0-85194733750|REACH|5.2,OMISSION,2-s2.0-85194733750,NOT_CODEABLE,
OMISSION|2-s2.0-85194880315|RECALL|15,OMISSION,2-s2.0-85194880315,NOT_CODEABLE,
OMISSION|2-s2.0-85203845655|CONTENT|26,OMISSION,2-s2.0-85203845655,NOT_CODEABLE,
OMISSION|2-s2.0-86000670842|CONTENT|23,OMISSION,2-s2.0-86000670842,NOT_CODEABLE,
OMISSION|SEED-allcott2017|RECALL|14,OMISSION,SEED-allcott2017,NOT_CODEABLE,
OMISSION|SEED-cordonnier2021|REACH|9.4,OMISSION,SEED-cordonnier2021,ADD_ROW,"I think we should keep both 9.4 and 39; the authors classify click bait as misinfo if I'm not mistaken. we do not impose definitions to paper, we follow and document the ones paper use"
OMISSION|SEED-cordonnier2021|REACH|18.5,OMISSION,SEED-cordonnier2021,ADD_ROW,
OMISSION|SEED-cordonnier2021|REACH|30.4,OMISSION,SEED-cordonnier2021,NOT_CODEABLE,depends whether they code it as misinfo or not
OMISSION|W3033912864|REACH|3.79,OMISSION,W3033912864,NOT_CODEABLE,
OMISSION|W3129222959|SHARING|9.1,OMISSION,W3129222959,SAME_AS_OURS,"but why is it content in one case and sharing in another, which one is right? "
OMISSION|W3138656580|EXPOSURE|43.00,OMISSION,W3138656580,ADD_ROW,"is it really an exposure study? looks like contnet to me. ah that's your call i think, 43% content to add, ok"
OMISSION|W3138656580|CONTENT|3,OMISSION,W3138656580,NOT_CODEABLE,
OMISSION|W3138656580|CONTENT|3,OMISSION,W3138656580,NOT_CODEABLE,
OMISSION|W4293124965|SHARING|5.77,OMISSION,W4293124965,NOT_CODEABLE,
OMISSION|W4293124965|SHARING|11.99,OMISSION,W4293124965,NOT_CODEABLE,
MOD|2-s2.0-85038621544|0.022|construct,MODERATOR,2-s2.0-85038621544,OURS,
MOD|2-s2.0-85038621544|0.023|construct,MODERATOR,2-s2.0-85038621544,OURS,
MOD|2-s2.0-85038621544|0.05|construct,MODERATOR,2-s2.0-85038621544,OURS,
MOD|2-s2.0-85069463611|0.18|construct,MODERATOR,2-s2.0-85069463611,OURS,
MOD|2-s2.0-85076877757|60.0|construct,MODERATOR,2-s2.0-85076877757,OURS,
MOD|2-s2.0-85076877757|38.8|construct,MODERATOR,2-s2.0-85076877757,OURS,
MOD|2-s2.0-85131073869|37.5|construct,MODERATOR,2-s2.0-85131073869,OURS,
MOD|2-s2.0-85137779722|0.88|construct,MODERATOR,2-s2.0-85137779722,OURS,
MOD|2-s2.0-85138494787|22.5|construct,MODERATOR,2-s2.0-85138494787,OURS,
MOD|2-s2.0-85195375481|41|construct,MODERATOR,2-s2.0-85195375481,OURS,
MOD|W3129222959|11.5|construct,MODERATOR,W3129222959,THEIRS,
MOD|2-s2.0-105030082417|9.4|construct,MODERATOR,2-s2.0-105030082417,THEIRS,
MOD|2-s2.0-85086160482|28|construct,MODERATOR,2-s2.0-85086160482,THEIRS,
MOD|2-s2.0-85086160482|55|construct,MODERATOR,2-s2.0-85086160482,THEIRS,
MOD|2-s2.0-85122546153|75|construct,MODERATOR,2-s2.0-85122546153,OURS,
MOD|2-s2.0-85186874194|44.55|construct,MODERATOR,2-s2.0-85186874194,THEIRS,
MOD|2-s2.0-85105454127|11|construct,MODERATOR,2-s2.0-85105454127,OURS,
MOD|NEW-berriche-fakerisland2026|0.9|construct,MODERATOR,NEW-berriche-fakerisland2026,OURS,
MOD|2-s2.0-85085201199|24.1|construct,MODERATOR,2-s2.0-85085201199,OURS,
MOD|W4309243406|5|construct,MODERATOR,W4309243406,OURS,
MOD|2-s2.0-105018276467|68.8|sampling_frame,MODERATOR,2-s2.0-105018276467,THEIRS,
MOD|2-s2.0-105018276467|7.1|sampling_frame,MODERATOR,2-s2.0-105018276467,THEIRS,
MOD|2-s2.0-85085573221|68.2|sampling_frame,MODERATOR,2-s2.0-85085573221,THEIRS,
MOD|2-s2.0-85143274147|91.2|sampling_frame,MODERATOR,2-s2.0-85143274147,THEIRS,
MOD|2-s2.0-85143274147|36.3|sampling_frame,MODERATOR,2-s2.0-85143274147,THEIRS,
MOD|2-s2.0-85199446608|80.35|sampling_frame,MODERATOR,2-s2.0-85199446608,THEIRS,
MOD|2-s2.0-85199446608|58.90|sampling_frame,MODERATOR,2-s2.0-85199446608,THEIRS,
MOD|2-s2.0-85199446608|47.01|sampling_frame,MODERATOR,2-s2.0-85199446608,THEIRS,
MOD|2-s2.0-85199446608|53.33|sampling_frame,MODERATOR,2-s2.0-85199446608,THEIRS,
MOD|2-s2.0-85199446608|29.95|sampling_frame,MODERATOR,2-s2.0-85199446608,THEIRS,
MOD|OA-W3206858890|89.4|sampling_frame,MODERATOR,OA-W3206858890,THEIRS,
MOD|OA-W4407797130|77.4|ground_truth,MODERATOR,OA-W4407797130,OURS,I'm not sure to understand why fact-checking portals do not count as fact-checkers but as self-report? can you explain? It doesn't make a lot of sense to me 
MOD|OA-W4407797130|37.1|ground_truth,MODERATOR,OA-W4407797130,OURS,
MOD|OA-W4407797130|63.4|ground_truth,MODERATOR,OA-W4407797130,OURS,
MOD|OA-W4407797130|50.1|ground_truth,MODERATOR,OA-W4407797130,OURS,
MOD|2-s2.0-105030082417|9.4|sampling_frame,MODERATOR,2-s2.0-105030082417,OURS,
MOD|2-s2.0-105030082417|4.7|sampling_frame,MODERATOR,2-s2.0-105030082417,OURS,
MOD|2-s2.0-105032159703|36|sampling_frame,MODERATOR,2-s2.0-105032159703,OURS,
MOD|OA-W7155615941|25|sampling_frame,MODERATOR,OA-W7155615941,OURS,
MOD|2-s2.0-105014632937|38.0|sampling_frame,MODERATOR,2-s2.0-105014632937,THEIRS,
MOD|2-s2.0-85112249462|24.3|sampling_frame,MODERATOR,2-s2.0-85112249462,OURS,
MOD|2-s2.0-85112249462|31.4|sampling_frame,MODERATOR,2-s2.0-85112249462,OURS,
MOD|2-s2.0-85131964464|19.0|sampling_frame,MODERATOR,2-s2.0-85131964464,THEIRS,
MOD|2-s2.0-85173224200|77|sampling_frame,MODERATOR,2-s2.0-85173224200,THEIRS,
MOD|2-s2.0-85173224200|45|sampling_frame,MODERATOR,2-s2.0-85173224200,THEIRS,
MOD|2-s2.0-85205688160|30|sampling_frame,MODERATOR,2-s2.0-85205688160,OURS,
MOD|2-s2.0-85205688160|26|sampling_frame,MODERATOR,2-s2.0-85205688160,OURS,
MOD|2-s2.0-85074511992|4.2|ground_truth,MODERATOR,2-s2.0-85074511992,THEIRS,
MOD|2-s2.0-85074511992|10.3|ground_truth,MODERATOR,2-s2.0-85074511992,THEIRS,
MOD|2-s2.0-85074511992|9.1|ground_truth,MODERATOR,2-s2.0-85074511992,THEIRS,
MOD|2-s2.0-85069463611|0.18|sampling_frame,MODERATOR,2-s2.0-85069463611,THIRD,
MOD|2-s2.0-85069463611|0.96|sampling_frame,MODERATOR,2-s2.0-85069463611,THIRD,
MOD|2-s2.0-85078014559|95|sampling_frame,MODERATOR,2-s2.0-85078014559,THEIRS,
MOD|2-s2.0-85091698994|14.39|sampling_frame,MODERATOR,2-s2.0-85091698994,THEIRS,
MOD|2-s2.0-85091698994|10.42|sampling_frame,MODERATOR,2-s2.0-85091698994,THEIRS,
MOD|2-s2.0-85145390598|7.5|sampling_frame,MODERATOR,2-s2.0-85145390598,THEIRS,
MOD|NEW-jung-icwsm|31.55|sampling_frame,MODERATOR,NEW-jung-icwsm,OURS,
MOD|2-s2.0-85142396682|3.86|denom_scope,MODERATOR,2-s2.0-85142396682,THIRD,
MOD|2-s2.0-85142396682|0.43|denom_scope,MODERATOR,2-s2.0-85142396682,THIRD,
MOD|2-s2.0-85142396682|0.18|denom_scope,MODERATOR,2-s2.0-85142396682,THIRD,
MOD|2-s2.0-85142396682|0.03|denom_scope,MODERATOR,2-s2.0-85142396682,THIRD,
MOD|2-s2.0-85142396682|0.25|denom_scope,MODERATOR,2-s2.0-85142396682,THIRD,
MOD|2-s2.0-85142396682|0.05|denom_scope,MODERATOR,2-s2.0-85142396682,THIRD,
MOD|2-s2.0-105027856675|1.49|denom_scope,MODERATOR,2-s2.0-105027856675,THEIRS,
MOD|2-s2.0-105027856675|9.46|denom_scope,MODERATOR,2-s2.0-105027856675,THEIRS,
MOD|2-s2.0-105027856675|0.33|denom_scope,MODERATOR,2-s2.0-105027856675,THEIRS,
MOD|2-s2.0-105027856675|2.30|denom_scope,MODERATOR,2-s2.0-105027856675,THEIRS,
MOD|2-s2.0-85091698994|10.42|denom_scope,MODERATOR,2-s2.0-85091698994,THEIRS,
MOD|2-s2.0-85060013655|1.7|ground_truth,MODERATOR,2-s2.0-85060013655,THEIRS,
MOD|2-s2.0-85099149423|13.5|ground_truth,MODERATOR,2-s2.0-85099149423,THEIRS,
MOD|2-s2.0-85145881152|86|ground_truth,MODERATOR,2-s2.0-85145881152,THEIRS,
MOD|2-s2.0-85060013655|1.7|denom_scope,MODERATOR,2-s2.0-85060013655,OURS,
MOD|2-s2.0-85131073869|37.5|denom_scope,MODERATOR,2-s2.0-85131073869,OURS,
MOD|W4414446446|4.85|denom_scope,MODERATOR,W4414446446,OURS,
MOD|W4414446446|11.62|denom_scope,MODERATOR,W4414446446,OURS,
MOD|W4414446446|2.28|denom_scope,MODERATOR,W4414446446,OURS,
MOD|W4293124965|0.88|sampling_frame,MODERATOR,W4293124965,THEIRS,
MOD|W4293124965|8.05|sampling_frame,MODERATOR,W4293124965,THEIRS,
MOD|2-s2.0-105012981781|10.4|sampling_frame,MODERATOR,2-s2.0-105012981781,THEIRS,
MOD|2-s2.0-85172171076|50|sampling_frame,MODERATOR,2-s2.0-85172171076,OURS,
MOD|2-s2.0-85172171076|0.2|sampling_frame,MODERATOR,2-s2.0-85172171076,OURS,
MOD|2-s2.0-85051037754|4.00|denom_scope,MODERATOR,2-s2.0-85051037754,THEIRS,
MOD|2-s2.0-85121019757|12|denom_scope,MODERATOR,2-s2.0-85121019757,OURS,
MOD|NEW-berriche-fakerisland2026|0.05|sampling_frame,MODERATOR,NEW-berriche-fakerisland2026,THEIRS,
MOD|NEW-berriche-fakerisland2026|0.9|sampling_frame,MODERATOR,NEW-berriche-fakerisland2026,THEIRS,
MOD|2-s2.0-85205688160|22.6|denom_scope,MODERATOR,2-s2.0-85205688160,OURS,
MOD|2-s2.0-85205688160|19.6|denom_scope,MODERATOR,2-s2.0-85205688160,OURS,
MOD|2-s2.0-85205688160|30|denom_scope,MODERATOR,2-s2.0-85205688160,OURS,
MOD|2-s2.0-85205688160|26|denom_scope,MODERATOR,2-s2.0-85205688160,OURS,
MOD|2-s2.0-85188173755|14.1|classification_level,MODERATOR,2-s2.0-85188173755,OURS,
MOD|2-s2.0-85215303159|12.6|sampling_frame,MODERATOR,2-s2.0-85215303159,OURS,
MOD|2-s2.0-85122546153|75|classification_level,MODERATOR,2-s2.0-85122546153,THEIRS,
MOD|NEW-moreno-jmirderma|1.5|classification_level,MODERATOR,NEW-moreno-jmirderma,OURS,
MOD|NEW-moreno-jmirderma|0.6|classification_level,MODERATOR,NEW-moreno-jmirderma,OURS,
MOD|NEW-moreno-jmirderma|0.5|classification_level,MODERATOR,NEW-moreno-jmirderma,OURS,
MOD|NEW-moreno-jmirderma|1.5|sampling_frame,MODERATOR,NEW-moreno-jmirderma,THEIRS,
MOD|NEW-moreno-jmirderma|0.6|sampling_frame,MODERATOR,NEW-moreno-jmirderma,THEIRS,
MOD|NEW-moreno-jmirderma|0.5|sampling_frame,MODERATOR,NEW-moreno-jmirderma,THEIRS,
MOD|2-s2.0-105021733739|17|sampling_frame,MODERATOR,2-s2.0-105021733739,OURS,
MOD|2-s2.0-85076877757|60.0|sampling_frame,MODERATOR,2-s2.0-85076877757,THEIRS,
MOD|2-s2.0-85076877757|38.8|sampling_frame,MODERATOR,2-s2.0-85076877757,THEIRS,
MOD|2-s2.0-105005004817|40|sampling_frame,MODERATOR,2-s2.0-105005004817,OURS,
MOD|2-s2.0-105014632937|38.0|denom_scope,MODERATOR,2-s2.0-105014632937,OURS,200 news videos is it even a news diet? it's so little for a news diet no? 
MOD|2-s2.0-105034745484|9.0|sampling_frame,MODERATOR,2-s2.0-105034745484,OURS,
MOD|2-s2.0-85121019757|2.5|sampling_frame,MODERATOR,2-s2.0-85121019757,THEIRS,
MOD|2-s2.0-85121019757|12|sampling_frame,MODERATOR,2-s2.0-85121019757,OURS,
MOD|2-s2.0-85138494787|22.5|sampling_frame,MODERATOR,2-s2.0-85138494787,THEIRS,
MOD|2-s2.0-85154558018|1.7|denom_scope,MODERATOR,2-s2.0-85154558018,OURS,
MOD|2-s2.0-85154558018|1.4|denom_scope,MODERATOR,2-s2.0-85154558018,OURS,"comments can be classified in news diet? seems a bit weird, idk, can you explain? I think im just confused"
MOD|NEW-moreno-jmirderma|43|classification_level,MODERATOR,NEW-moreno-jmirderma,OURS,
MOD|W3129222959|11.5|ground_truth,MODERATOR,W3129222959,OURS,
MOD|2-s2.0-105038091134|27.5|topic,MODERATOR,2-s2.0-105038091134,OURS,
MOD|2-s2.0-85129092713|56.00|topic,MODERATOR,2-s2.0-85129092713,OURS,
MOD|2-s2.0-85145404443|1.8|topic,MODERATOR,2-s2.0-85145404443,OURS,
MOD|2-s2.0-85184824168|36.1|topic,MODERATOR,2-s2.0-85184824168,OURS,
MOD|2-s2.0-85184824168|19.4|topic,MODERATOR,2-s2.0-85184824168,OURS,
MOD|2-s2.0-85184824168|26.1|topic,MODERATOR,2-s2.0-85184824168,OURS,
MOD|2-s2.0-85199446608|80.35|topic,MODERATOR,2-s2.0-85199446608,OURS,
MOD|2-s2.0-85199446608|58.90|topic,MODERATOR,2-s2.0-85199446608,OURS,
MOD|2-s2.0-85199446608|47.01|topic,MODERATOR,2-s2.0-85199446608,OURS,
MOD|2-s2.0-85199446608|53.33|topic,MODERATOR,2-s2.0-85199446608,OURS,
MOD|2-s2.0-85199446608|29.95|topic,MODERATOR,2-s2.0-85199446608,OURS,
MOD|OA-W4291473423|45.1|topic,MODERATOR,OA-W4291473423,OURS,
MOD|W3138656580|31|topic,MODERATOR,W3138656580,OURS,
MOD|2-s2.0-105019603181|12.7|topic,MODERATOR,2-s2.0-105019603181,THEIRS,
MOD|2-s2.0-85055756722|8.9|topic,MODERATOR,2-s2.0-85055756722,THEIRS,
MOD|2-s2.0-85055756722|29.9|topic,MODERATOR,2-s2.0-85055756722,THEIRS,
MOD|2-s2.0-85060013655|1.7|topic,MODERATOR,2-s2.0-85060013655,THEIRS,
MOD|2-s2.0-85074511992|4.2|topic,MODERATOR,2-s2.0-85074511992,THEIRS,
MOD|2-s2.0-85074511992|10.3|topic,MODERATOR,2-s2.0-85074511992,THEIRS,
MOD|2-s2.0-85074511992|9.1|topic,MODERATOR,2-s2.0-85074511992,THEIRS,
MOD|2-s2.0-85078014559|90|topic,MODERATOR,2-s2.0-85078014559,THEIRS,"the guess-type domain-list studies should be general news if the list include not only political news outlets. but even an outlet like the NYT does not cover just politics, few/no news outlet just cover politics no? I feel like most list of news sources have to be general_news and not politics_elections? idk I'm not sure, we can talk about it "
MOD|2-s2.0-85078014559|95|topic,MODERATOR,2-s2.0-85078014559,THEIRS,"election period is not enough to be political news, what matters is whether the list is political news or general news. "
MOD|2-s2.0-85152674280|26.2|topic,MODERATOR,2-s2.0-85152674280,OURS,"this looks does not look like a list of political domain but instead of general new domains, not just politics "
MOD|2-s2.0-85162702221|18.4|topic,MODERATOR,2-s2.0-85162702221,THEIRS,
MOD|W4414446446|4.85|topic,MODERATOR,W4414446446,OURS,
MOD|W4414446446|11.62|topic,MODERATOR,W4414446446,OURS,
MOD|W4414446446|2.28|topic,MODERATOR,W4414446446,OURS,
MOD|2-s2.0-85177420309|5|topic,MODERATOR,2-s2.0-85177420309,OURS,
MOD|2-s2.0-85177420309|7|topic,MODERATOR,2-s2.0-85177420309,OURS,
MOD|2-s2.0-85177420309|17|topic,MODERATOR,2-s2.0-85177420309,OURS,
MOD|2-s2.0-85177420309|8|topic,MODERATOR,2-s2.0-85177420309,OURS,
MOD|2-s2.0-85177420309|12|topic,MODERATOR,2-s2.0-85177420309,OURS,
MOD|2-s2.0-85177420309|17|topic,MODERATOR,2-s2.0-85177420309,OURS,
MOD|2-s2.0-85177420309|19|topic,MODERATOR,2-s2.0-85177420309,OURS,"double check this one, how is search results on conspiracy theories general news? I almost agree with the 'other' call, double check"
MOD|2-s2.0-85177420309|12|topic,MODERATOR,2-s2.0-85177420309,OURS,
MOD|2-s2.0-85177420309|26|topic,MODERATOR,2-s2.0-85177420309,OURS,
MOD|2-s2.0-85177420309|30|topic,MODERATOR,2-s2.0-85177420309,OURS,
MOD|2-s2.0-85177420309|5|topic,MODERATOR,2-s2.0-85177420309,OURS,
