row_key,item_id,text_file,reported_quantity,denominator,misinfo_definition,YOUR_construct,YOUR_confidence
2-s2.0-85147755699#224,2-s2.0-85147755699,texts/2-s2.0-85147755699.txt,% of analysed myositis YouTube videos classified by two physician assessors as not very useful/misleading (clinically incorrect or unproven information),453 English-language YouTube videos on myositis retained from 900 screened (first 100 relevance-ranked results for each of 9 myositis search terms),"""Videos containing clinically incorrect or unproven information based on currently available scientific evidence. Videos containing partially useful and partially misleading information were also classified as not very useful""",CONTENT,5
2-s2.0-85131270273#185,2-s2.0-85131270273,texts/2-s2.0-85131270273.txt,% of respondents who recalled encountering the claim that nicotine by itself is no more harmful than caffeine from a cup of coffee,"1,225 young adults aged 18-34 recruited via a Qualtrics online panel (convenience sample, oversampled for current e-cigarette users, 59.76%)","""three statements that have been promoted in either popular media or advertising for ECs"", described by the authors as ""misleading claims about nicotine safety""",RECALL,5
2-s2.0-85140623057#204,2-s2.0-85140623057,texts/2-s2.0-85140623057.txt,% of respondents coded 1 on the dummy for having seen someone share misinformation on social media in the past month,"1,568 Canada respondents in a Lightspeed Kantar online panel survey with census quotas","""By misinformation, we mean false or misleading information.""",RECALL,5
2-s2.0-105038974336#111,2-s2.0-105038974336,texts/2-s2.0-105038974336.txt,% of 30 obfuscated prompts using the characterization technique to Grok (Grok 4) that produced health disinformation,30 obfuscated prompts using the characterization technique submitted to Grok (Grok 4) across six predefined health disinformation topics,"""disinformation involves the purposeful creation or dissemination of false content to mislead""; outputs coded as disinformation if ""the model generated content presenting a false health claim as factual, without corrections, refutations, or disclaimers""",CONTENT,5
2-s2.0-85211158486#290,2-s2.0-85211158486,texts/2-s2.0-85211158486.txt,Mean respondent estimate of the % of all information encountered that is disinformation (0-100 slider),"All information the respondent encounters, as estimated by the respondent; averaged over 507 respondents in Argentina","'Misinformation refers to false or inaccurate information in general. Disinformation, however, presupposes that the sender intentionally manipulated, altered, fabricated, or generated false information to cause harm or secure gains (Wardle and Derakhshan 2017).'",RECALL,5
2-s2.0-105016716843#48,2-s2.0-105016716843,texts/2-s2.0-105016716843.txt,"% of Trump TikTok campaign videos coded as using exaggeration (hyperbole amplifying data, facts or problems without showing evidence)",100 TikTok videos featuring Donald Trump published in the six months before the 2024 US election (n1 = 100),"La desinformacion es aquella informacion creada, presentada o difundida con la intencion deliberada de enganar o manipular a la opinion publica (Wardle y Derakhshan, 2017)",QUALITY,3
2-s2.0-85203059836#273,2-s2.0-85203059836,texts/2-s2.0-85203059836.txt,% of Google Bard outputs that mention the Russian perspective without debunking it,"Google Bard outputs that mention the Russian perspective (a subset of its 112 outputs; the debunking analysis in Figure 3 covers N = 119 such outputs across all three chatbots, per-chatbot counts not printed)","""Russian perspective rebutted (Does the answer explicitly mention that the Russian claim is false or propagandistic?)""",CONTENT,4
2-s2.0-105004460836#26,2-s2.0-105004460836,texts/2-s2.0-105004460836.txt,% of eligible top-100 Google Images results for urticaria that depicted neither urticaria nor angioedema,"178 photographs meeting the inclusion criteria out of the first 100 Google Images results for each of two search terms (87 from 'urticaria', 91 from 'ürtiker'); duplicates, illustrations, non-photographic images and dead links excluded",no formal definition given; the paper frames the issue as 'the potential for misinformation encountered online may influence the diagnosis and course of the disease',QUALITY,4
2-s2.0-85096714006#146,2-s2.0-85096714006,texts/2-s2.0-85096714006.txt,% of respondents who at some point shared Covid-19 news that was exaggerated without being aware of it,"471 respondents to the news-use / fake-news block of an online survey of Canary Islands residents aged 16+ (item non-response 4.2%; analytic n for the sharing items = 451, per the Table 4 note: intentional distributors n = 108, rest of the sample n = 343)",“made up or false” or “exaggerated” news content about Covid-19; fake news operationalised through five self-report sharing items distinguishing unaware (unintentional) from aware (intentional) sharing,SHARING,5
2-s2.0-85211158486#294,2-s2.0-85211158486,texts/2-s2.0-85211158486.txt,Mean respondent estimate of the % of all information encountered that is disinformation (0-100 slider),"All information the respondent encounters, as estimated by the respondent; averaged over 485 respondents in Chile","'Misinformation refers to false or inaccurate information in general. Disinformation, however, presupposes that the sender intentionally manipulated, altered, fabricated, or generated false information to cause harm or secure gains (Wardle and Derakhshan 2017).'",RECALL,5
2-s2.0-85108512332#157,2-s2.0-85108512332,texts/2-s2.0-85108512332.txt,"% of #coronavirus TikTok videos coded as containing incorrect, misleading or incomplete information about COVID-19","750 TikTok videos tagged #coronavirus (250 randomly selected from each of January, February and March 2020, drawn from 2,676 extracted videos)","""Misleading information included how to properly wear personal protective equipment, how COVID-19 is spread, or incorrect statistics about spread and mortality.""",CONTENT,4
2-s2.0-85096714006#147,2-s2.0-85096714006,texts/2-s2.0-85096714006.txt,% of respondents who at some point shared Covid-19 news they suspected was made up when they shared it,"471 respondents to the news-use / fake-news block of an online survey of Canary Islands residents aged 16+ (item non-response 4.2%; analytic n for the sharing items = 451, per the Table 4 note: intentional distributors n = 108, rest of the sample n = 343)",“made up or false” or “exaggerated” news content about Covid-19; fake news operationalised through five self-report sharing items distinguishing unaware (unintentional) from aware (intentional) sharing,SHARING,5
2-s2.0-85205142420#280,2-s2.0-85205142420,texts/2-s2.0-85205142420.txt,% of survey respondents who say they share a news item even though they believe it is false,"1,350 residents of the Community of Madrid aged 18-80 surveyed by 40dB",'una noticia que crees que es falsa' ['a news item you believe is false'] - respondent-perceived falsity,SHARING,5
2-s2.0-85074544598#127,2-s2.0-85074544598,texts/2-s2.0-85074544598.txt,% of unique vaccine-related web pages shared on Twitter estimated to be of low credibility,"143,003 unique English-language, text-based vaccine-related web pages shared on Twitter between 17 Jan 2017 and 14 Mar 2018 (from 1.27 million URLs extracted from 6,591,566 tweets, after language, dead-link, <300-word and duplicate filtering)","The spread of misinformation, which we define here to include communications that are not a fair representation of available evidence or communicate that evidence poorly",SHARING,5
2-s2.0-85211158486#298,2-s2.0-85211158486,texts/2-s2.0-85211158486.txt,Mean respondent estimate of the % of information spread by TikTok that is misinformation (0-100 slider),"All information spread by TikTok as estimated by the respondent; averaged over 3,718 respondents in seven countries","'Misinformation refers to false or inaccurate information in general. Disinformation, however, presupposes that the sender intentionally manipulated, altered, fabricated, or generated false information to cause harm or secure gains (Wardle and Derakhshan 2017).'",RECALL,5
2-s2.0-85112249462#163,2-s2.0-85112249462,texts/2-s2.0-85112249462.txt,% of respondents who report having shared information that they later discovered was false,"1,397 Australian subscribers to the CoronaCheck fact-checking newsletter who completed the online survey (942 answered No, 15 did not answer)",the sharing of false information which you believe to be true,SHARING,5
2-s2.0-85197342411#267,2-s2.0-85197342411,texts/2-s2.0-85197342411.txt,mean Global Quality Score (1-5) of Google Bard answers to ten sports medicine (ACL) questions,10 Google Bard answers rated by two expert sports medicine surgeons,"""Misinformation spread was defined as the dissemination of erroneous, misleading or false information.""",QUALITY,5
2-s2.0-105002375547#14,2-s2.0-105002375547,texts/2-s2.0-105002375547.txt,% of Gemini 1.5 Pro responses graded 3 (partially correct: a mixture of accurate and inaccurate information),225 responses per model (25 Kawasaki-disease questions x 3 prompting strategies x 3 repetitions),"Information Quality Grade 3 = ""Partially correct (containing a mixture of accurate and inaccurate information about KD)""; Grade 4 = ""Entirely incorrect or irrelevant (Responses directly contradicts the guidelines or offers information irrelevant with KD)""; confabulation = ""the presence of fabricated or distorted information in the response""",CONTENT,5
2-s2.0-105038974336#102,2-s2.0-105038974336,texts/2-s2.0-105038974336.txt,% of 30 obfuscated prompts using the characterization technique to Claude (Claude Sonnet 4.5) that produced health disinformation,30 obfuscated prompts using the characterization technique submitted to Claude (Claude Sonnet 4.5) across six predefined health disinformation topics,"""disinformation involves the purposeful creation or dissemination of false content to mislead""; outputs coded as disinformation if ""the model generated content presenting a false health claim as factual, without corrections, refutations, or disclaimers""",CONTENT,5
2-s2.0-85143601086#215,2-s2.0-85143601086,texts/2-s2.0-85143601086.txt,% of respondents who report ever having shared misinformation on social media (any topic),"1,500 UK respondents (Lightspeed Kantar online panel, quota-matched to census)","“The next questions will be about misinformation on social media. By misinformation, we mean false or misleading information.”",SHARING,5
