row_key,item_id,text_file,year,our_measure_type,our_value_pct,our_value_raw,our_denominator,our_construct,our_source_quote,YOUR_verdict,YOUR_value_pct,YOUR_quote,YOUR_note
2-s2.0-85086037795#141,2-s2.0-85086037795,texts/2-s2.0-85086037795.txt,2017,"% of all countermedia shares produced by the ideologically most extreme users (conservatism score 1 or 7), against that group's share of the sample",48.4,"""22.8% of the sample was responsible for 48.4% of all countermedia shares""",128 countermedia shares by the 543 users in the Twitter analytic sample,CONCENTRATION,"On Twitter, this pattern was nearly identical: 22.8% of the sample was responsible for 48.4% of all countermedia shares.",,,,
2-s2.0-85214082693#308,2-s2.0-85214082693,texts/2-s2.0-85214082693.txt,2023,"% of Cuban students who say they have ever shared information knowing it could be disinformation, without checking the source first",25.9,"Cuba 7 (25,9%) yes vs 20 (74%) no, of 27",27 first-year information-science students at the Universidad de La Habana who answered the survey,RECALL,"Cuba           7       25,9%          20           74%          -",,,,
2-s2.0-105040182386#117,2-s2.0-105040182386,texts/2-s2.0-105040182386.txt,2025,Share of LLM-generated tokens estimated to be hallucinated in Sindhi (lowest-rate language),5.83,5.83% of tokens are hallucinated,All tokens generated by the LLMs in their Sindhi answers to the knowledge-intensive open-domain queries,CONTENT,"(5.83% of tokens are hallucinated), a language with",,,,
2-s2.0-85131270273#186,2-s2.0-85131270273,texts/2-s2.0-85131270273.txt,2021,"% of respondents who recalled encountering the claim that nicotine is useful as a medical treatment for people with mood, attention or memory disorders",20.79,20.79%,"1,225 young adults aged 18-34 recruited via a Qualtrics online panel (convenience sample, oversampled for current e-cigarette users, 59.76%)",RECALL,memory disorders’ was recalled by 20.79% and believed,,,,
2-s2.0-105003865545#21,2-s2.0-105003865545,texts/2-s2.0-105003865545.txt,2024,% of CPR instructional videos showing extra time spent removing foreign body airway obstruction (a departure from AHA guideline practice),67,the extra time spent removing foreign body airway obstruction (67%),"100 adult-CPR instructional videos retrieved with the keyword 'CPR 视频' on three Chinese short-video platforms (235 retrieved; non-instructional, non-Chinese, paediatric and duplicate videos excluded)",CONTENT,"While 86% of the videos were produced by healthcare professionals, substantial errors were identified in critical areas such as the extra time spent removing foreign body airway obstruction (67%), and incorrect hand position during compression (62%).",,,,
2-s2.0-105027376456#78,2-s2.0-105027376456,texts/2-s2.0-105027376456.txt,2024,% of surveyed students and faculty who identified social media pages as a place where they encountered false or misleading academic content,20,"social media pages (20%, n = 57)","284 survey respondents (240 students, 44 faculty) from 12 rural and semi-urban higher education institutions in Tamil Nadu",RECALL,"Platforms identified: WhatsApp (40%, n = 114), YouTube (30%, n = 85), social media pages (20%, n = 57).",,,,
2-s2.0-85174641364#251,2-s2.0-85174641364,texts/2-s2.0-85174641364.txt,2020,% of coded precision-nutrition tweets judged by expert coders to contain untrue information,14.9,14.9% (75/504) contained untrue information,"504 coded English-language tweets on the intersection of genetics and diet, a random subsample of 1,200 drawn from 6,366 captured tweets (Twitter Archiver keyword search), retaining those that pertained to the relationship between food and genes",CONTENT,"Overall, 29% (146/504) of tweets were judged to contain potentially misleading information, 14.9% (75/504) contained untrue information, and the remaining 56.2% (283/504) had neither ( Table 4 ).",,,,
2-s2.0-105038974336#113,2-s2.0-105038974336,texts/2-s2.0-105038974336.txt,2025,% of 30 direct disinformation-seeking prompts to Meta AI (Llama 4) that produced health disinformation,47,14 of 30 (47%),30 direct disinformation-seeking prompts submitted to Meta AI (Llama 4) across six predefined health disinformation topics,CONTENT,"For the direct prompts, Copilot (GPT-5) and Meta AI (Llama 4) produced disinformation in 47% (14 of 30) submissions, while Grok (Grok 4) did so in 63% (19 of 30). Gemini (Gemini 3.0 Pro) blocked all direct disinformation-seeking requests.",,,,
2-s2.0-85194192073#261,2-s2.0-85194192073,texts/2-s2.0-85194192073.txt,2023,"Range of country mean estimates of the percentage of all news that consists of misinformation, across the four Western European countries",,"misinformation (ranging from 45.9% to 52.2%) across the Netherlands, France, Germany and the United Kingdom","1,587 respondents in the Netherlands (393), France (389), Germany (394) and the United Kingdom (411)",RECALL,negativity (ranging from 56.3% to 63.3%) is estimated to be significantly more prevalent than misinformation (ranging from 45.9% to 52.2%).,,,,
2-s2.0-105038974336#109,2-s2.0-105038974336,texts/2-s2.0-105038974336.txt,2025,% of 30 obfuscated prompts using the fictionalization technique to Copilot (GPT-5) that produced health disinformation,83,25 of 30 (83%),30 obfuscated prompts using the fictionalization technique submitted to Copilot (GPT-5) across six predefined health disinformation topics,CONTENT,"Copilot (GPT-5) produced disinformation in 70% (21 of 30) of characterization and 83% (25 of 30) of fictionalization prompts, while Grok (Grok 4) did so in 33% (10 of 30) and 83% (25 of 30), respectively.",,,,
2-s2.0-85114336487#167,2-s2.0-85114336487,texts/2-s2.0-85114336487.txt,2020,% of survey respondents who report ALWAYS recirculating information about natural remedies as protective measures against COVID-19 on social media,22.5,"Always 281 22.5% (HCWs 52, 18.9%; NHCWs 229, 23.5%)","1,249 Saudi Arabian survey respondents aged 18+ (275 health-care workers, 974 non-health-care workers)",RECALL,Always      281    22.5%       52     18.9%        229      23.5%,,,,
2-s2.0-85126342062#176,2-s2.0-85126342062,texts/2-s2.0-85126342062.txt,2021,% of popular Asperger-related tweets classified as containing misinformation,1.8,"4 (1.8%) of 227 tweets (210 (92.5%) neutral, 13 (5.7%) informative)","227 popular tweets (more than 30 likes) in English containing 'Aspergers' or 'Aspie', posted 1-14 May 2021 (34 before and 193 after Musk's disclosure)",CONTENT,"We classified 210 (92.5%) of the 227 tweets as being neutral, 13 (5.7%) tweets as informative, and 4 (1.8%) as containing misinformation.",,,,
2-s2.0-85205142420#279,2-s2.0-85205142420,texts/2-s2.0-85205142420.txt,2022,% of survey respondents who say they receive news they believe to be false through social media,54.8,"Mas de la mitad de los encuestados (54,8 %) [More than half of respondents (54.8%)]","Denominator stated inconsistently: 'los encuestados' (all 1,350 respondents) in the results section, but 'de estos' (of the 89.2% who say they receive fake news) in the conclusions",RECALL,"Más de la mitad de los encuestados (54,8 %)",,,,
2-s2.0-105009256604#37,2-s2.0-105009256604,texts/2-s2.0-105009256604.txt,2024,"% of rated MRI answers from Claude 3.5 Sonnet scored 1 or 2 on the accuracy scale, i.e. (very) inaccurate and likely to mislead",0.78,"0.78% of 128 ratings (""Claude 3.5 Sonnet only responded one time (0.78%)""; Table 2: rating 2 = 1 (0.78%), rating 1 = 0)",128 ratings of answers to 64 MRI-related patient questions (64 answers rated by each of two board-certified radiologists),CONTENT,"Google Gemini and Mistral Large both answered three questions (very) inaccurate (2.40%), Claude 3.5 Sonnet only responded one time (0.78%), and ChatGPT 4o not once (0.0%) in a misleading way ( Table 2 ).",,,,
2-s2.0-85131270273#181,2-s2.0-85131270273,texts/2-s2.0-85131270273.txt,2021,% of respondents who recalled encountering the claim that smokers are less likely to be hospitalised for COVID-19,12.53,12.53%,"1,225 young adults aged 18-34 recruited via a Qualtrics online panel (convenience sample, oversampled for current e-cigarette users, 59.76%)",RECALL,review cited above and was recalled by 12.53% with 11.65%,,,,
2-s2.0-105040997538#122,2-s2.0-105040997538,texts/2-s2.0-105040997538.txt,2024,% of US adults who think a lot of the health information they see on social media is false or misleading (strict variant),36.4,"1,734 (36.4%) weighted; some/a little/none 3,007 (63.6%)","4,741 US adults aged 18+ with complete data on all study variables (HINTS 7, 2024, two-stage address-based national sample)",RECALL,"other responses, 36.4% perceived a lot of health misinformation and 63.6% perceived there was some, a little, or no health misinformation.",,,,
2-s2.0-105031807568#93,2-s2.0-105031807568,texts/2-s2.0-105031807568.txt,2025,% of responses by DeepSeek R1 (DeepSeek AI) that AGREED with the expert-consensus answer key (accuracy); the paper's misinformation share is the unreported complement,95.8,"95.8% accuracy, the lowest of the six chatbots (500 responses)","500 binary responses from DeepSeek R1 (DeepSeek AI) (50 questions on unproven audiology/otolaryngology methods x 10 repeated trials), part of 3,000 responses across six chatbots",CONTENT,"All chatbots achieved accuracy above 95%. Grok achieved 100% agreement with the experts, consistently providing responses that aligned with their collective opinions. DeepSeek had the lowest accuracy, 95.8%.",,,,
2-s2.0-85169998829#241,2-s2.0-85169998829,texts/2-s2.0-85169998829.txt,2021,"% of English-language Ivermectin retweeters tagged as pro-use, i.e. as misinformation spreaders",57,"57 percent of English users were tagged as pro-use (280,713 tagged pro-use vs 206,428 anti-use, out of 69.7% coverage of 698,484 unique English users)","487,141 English-language Twitter users assigned a stance (280,713 pro-use + 206,428 anti-use), i.e. the 69.7% of the 698,484 unique users in the English Ivermectin retweet corpus that the propagation reached",SHARING,"Of the 698,484 unique users in English and 259,151 in Japanese, 57 percent of English users were tagged as pro-use, and 55 percent in Japanese.",,,,
2-s2.0-85208517225#281,2-s2.0-85208517225,texts/2-s2.0-85208517225.txt,2023,% of expert ratings awarding the top score for accuracy (response judged totally correct) to chatbot answers to emergency care questions,50,intermediate performance in accuracy and completeness (both 50%),"40 chatbot responses (10 emergency care questions x 4 chatbots), each rated in the accuracy domain by 5 board-certified emergency medicine faculty; the paper reports 400 assessments per chatbot across all 8 domains",CONTENT,"Together, the 4 chatbots had the best performance in clarity and understandability (both 85%), intermediate performance in accuracy and completeness (both 50%), and poor performance (10%) for source relevance and reliability (mostly unreported).",,,,
2-s2.0-85147187174#221,2-s2.0-85147187174,texts/2-s2.0-85147187174.txt,2020,% of COVID-19 YouTube videos coded as misleading (scientifically inaccurate or not evidence-based),2.13,12/562 (2.13%),"562 YouTube videos containing COVID-19 medical or epidemiological information, from the first 50 relevant results (75 for English) for “coronavirus” and “COVID-19” plus a language specifier, in 11 languages",CONTENT,"The majority of videos were classified as informative (471/562, 83.8%) with over 229 million views, while misleading videos constituted 12/562 (2.13%) of total videos, with a total number of views at over 75,000.",,,,
2-s2.0-105038974336#106,2-s2.0-105038974336,texts/2-s2.0-105038974336.txt,2025,% of 30 obfuscated prompts using the fictionalization technique to Gemini (Gemini 3.0 Pro) that produced health disinformation,93,28 of 30 (93%),30 obfuscated prompts using the fictionalization technique submitted to Gemini (Gemini 3.0 Pro) across six predefined health disinformation topics,CONTENT,"For the obfuscated prompts, Gemini (Gemini 3.0 Pro) produced disinformation in 100% (30 of 30) of characterization prompts and 93% (28 of 30) of fictionalization prompts.",,,,
2-s2.0-85208517225#282,2-s2.0-85208517225,texts/2-s2.0-85208517225.txt,2023,"% of chatbot responses containing dangerous information, reported as a range across the 10 emergency conditions",,Chatbots contained dangerous information in 5% to 35% of responses (5% for bad cold; 35% for both bad sore throat and bad back pain); no statistical difference between chatbots (P=.24),"Chatbot responses per emergency condition (4 chatbots x 5 faculty ratings for each of the 10 conditions), within the same set of 40 responses",CONTENT,"Chatbots provided some dangerous information in all cases,",,,,
2-s2.0-85143601086#211,2-s2.0-85143601086,texts/2-s2.0-85143601086.txt,2021,% of respondents reporting self-assessed exposure to misinformation about Covid-19 on social media in the past month,59,59%,"1,500 UK respondents (Lightspeed Kantar online panel, quota-matched to census)",RECALL,100% 90% 80% 70% 59% 56% 60% 54% 55% 50% 46% 40% 30% 20% 10% 0% All respondents US UK France Canada Figure 2. Self‐assessed exposure to misinformation about Covid‐19. [axis labels and bar values as extracted from Figure 2; the bar for UK reads 59%],,,,
2-s2.0-105032107446#96,2-s2.0-105032107446,texts/2-s2.0-105032107446.txt,2025,% of surveyed cocoa farmers who report having acted on cocoa farming information that later proved false,45.4,177/390 (45.4%),"390 cocoa farmers in the Jukwa cocoa district, Ghana (randomly selected within three zones)",RECALL,"Nearly half of the surveyed farmers (45.4%) reported having acted on cocoa farming information that later proved false, highlighting the vulnerability of the sector to misinformation (Table 5).",,,,
2-s2.0-105002375547#11,2-s2.0-105002375547,texts/2-s2.0-105002375547.txt,2024,% of Claude 3.5 Sonnet responses graded 3 (partially correct: a mixture of accurate and inaccurate information),8.0,18/225 (8.0%),225 responses per model (25 Kawasaki-disease questions x 3 prompting strategies x 3 repetitions),CONTENT,3 30 (13.3) 18 (8.0) 22 (9.8) 4 3 (1.4) 1 (0.5) 2 (0.9),,,,
2-s2.0-85203059836#272,2-s2.0-85203059836,texts/2-s2.0-85203059836.txt,2023,% of chatbot outputs on Russian disinformation prompts that differ from the expert factual baseline (range across the three chatbots),,Between 27% and 44% of chatbot outputs (aggregated across several chatbot instances) differ from the baselines,336 chatbot outputs (28 expert-written prompts x 4 manual instances x 3 chatbots); the accuracy figure in Figure 1 is based on N = 336,CONTENT,Between 27% and 44% of chatbot outputs (aggregated across several chatbot instances) differ from the baselines established by the three experts in Russian disinformation based on their domain knowledge and authoritative information sources,,,,
2-s2.0-105038974336#114,2-s2.0-105038974336,texts/2-s2.0-105038974336.txt,2025,% of 30 obfuscated prompts using the characterization technique to Meta AI (Llama 4) that produced health disinformation,93,28 of 30 (93%),30 obfuscated prompts using the characterization technique submitted to Meta AI (Llama 4) across six predefined health disinformation topics,CONTENT,Meta AI (Llama 4) generated disinformation in 93% (28 of 30) of characterization and 80% (24 of 30) of fictionalization prompts.,,,,
2-s2.0-85112249462#162,2-s2.0-85112249462,texts/2-s2.0-85112249462.txt,2020,"% of respondents who report ever having shared possible misinformation, i.e. information whose truth value was unknown to them at the time of sharing",24.3,"339/1,397 (24.3%; reported in the text as 24%)","1,397 Australian subscribers to the CoronaCheck fact-checking newsletter who completed the online survey (1,052 answered No, 6 did not answer)",RECALL,"Of the 1397 participants, 339 (24%) indicated that they had shared unverified content.",,,,
2-s2.0-85214082693#306,2-s2.0-85214082693,texts/2-s2.0-85214082693.txt,2023,"% of Brazilian students who say they have ever shared information knowing it could be disinformation, without checking the source first",27,"Brasil 53 (27%) yes vs 143 (72,9%) no, of 196",196 first-year information-science students at 10 Brazilian public universities who answered the survey,RECALL,"Brasil         53         27%         143         72,9%         -",,,,
2-s2.0-105022144698#66,2-s2.0-105022144698,texts/2-s2.0-105022144698.txt,2023,% of AI search-engine answers containing a fabricated (hallucinated) claim attributed to a cited source that did not contain it,9.6,"52/540 (9.6%) (the Abstract instead reports 54/540, 10%)",540 Copilot responses (3 modes x 30 supplements x 6 diseases),CONTENT,"upon reviewing the linked content individually, we discovered that approximately 9.6% (52/540) of the responses included fabricated claims—statements in Copilot’s responses were attributed to sources that did not contain such information.",,,,
