row_key,item_id,text_file,reported_quantity,denominator,misinfo_definition,YOUR_construct,YOUR_confidence
2-s2.0-85205142420#279,2-s2.0-85205142420,texts/2-s2.0-85205142420.txt,% of survey respondents who say they receive news they believe to be false through social media,"Denominator stated inconsistently: 'los encuestados' (all 1,350 respondents) in the results section, but 'de estos' (of the 89.2% who say they receive fake news) in the conclusions",'noticias que crees que son falsas' ['news that you believe is false'] - respondent-perceived falsity,,
2-s2.0-105009256604#37,2-s2.0-105009256604,texts/2-s2.0-105009256604.txt,"% of rated MRI answers from Claude 3.5 Sonnet scored 1 or 2 on the accuracy scale, i.e. (very) inaccurate and likely to mislead",128 ratings of answers to 64 MRI-related patient questions (64 answers rated by each of two board-certified radiologists),"No formal definition of misinformation; falsity is operationalised by the two lowest points of the rating scale: ""1 = Very inaccurate/completely false, very likely to mislead; 2 = Inaccurate/mostly false, likely to mislead"".",,
2-s2.0-85131270273#181,2-s2.0-85131270273,texts/2-s2.0-85131270273.txt,% of respondents who recalled encountering the claim that smokers are less likely to be hospitalised for COVID-19,"1,225 young adults aged 18-34 recruited via a Qualtrics online panel (convenience sample, oversampled for current e-cigarette users, 59.76%)","""Distorted science exemplified in this study by the extrapolation of published scientific findings to support unsubstantiated claims about a prospective therapeutic role of nicotine during the COVID-19 pandemic""; the authors also describe the items as ""misleading scientific claims""",,
2-s2.0-105040997538#122,2-s2.0-105040997538,texts/2-s2.0-105040997538.txt,% of US adults who think a lot of the health information they see on social media is false or misleading (strict variant),"4,741 US adults aged 18+ with complete data on all study variables (HINTS 7, 2024, two-stage address-based national sample)","“information that is false, inaccurate, or misleading according to the best available evidence at the time”",,
2-s2.0-105031807568#93,2-s2.0-105031807568,texts/2-s2.0-105031807568.txt,% of responses by DeepSeek R1 (DeepSeek AI) that AGREED with the expert-consensus answer key (accuracy); the paper's misinformation share is the unreported complement,"500 binary responses from DeepSeek R1 (DeepSeek AI) (50 questions on unproven audiology/otolaryngology methods x 10 repeated trials), part of 3,000 responses across six chatbots","""we simply defined 'misinformation' as a discrepancy between the chatbot's binary response and the answer key agreed upon by our experts""",,
2-s2.0-85169998829#241,2-s2.0-85169998829,texts/2-s2.0-85169998829.txt,"% of English-language Ivermectin retweeters tagged as pro-use, i.e. as misinformation spreaders","487,141 English-language Twitter users assigned a stance (280,713 pro-use + 206,428 anti-use), i.e. the 69.7% of the 698,484 unique users in the English Ivermectin retweet corpus that the propagation reached","""a multi-step process was used to tag users as 'misinformation spreaders', or pro-use""; the misinformation itself is defined as ""false claims that the drug Ivermectin is an effective treatment for Covid-19""",,
2-s2.0-85208517225#281,2-s2.0-85208517225,texts/2-s2.0-85208517225.txt,% of expert ratings awarding the top score for accuracy (response judged totally correct) to chatbot answers to emergency care questions,"40 chatbot responses (10 emergency care questions x 4 chatbots), each rated in the accuracy domain by 5 board-certified emergency medicine faculty; the paper reports 400 assessments per chatbot across all 8 domains","The paper adopts the US Surgeon General definition: 'Information that is false, inaccurate, or misleading according to the best available evidence at the time'",,
2-s2.0-85147187174#221,2-s2.0-85147187174,texts/2-s2.0-85147187174.txt,% of COVID-19 YouTube videos coded as misleading (scientifically inaccurate or not evidence-based),"562 YouTube videos containing COVID-19 medical or epidemiological information, from the first 50 relevant results (75 for English) for “coronavirus” and “COVID-19” plus a language specifier, in 11 languages",“misleading (scientifically inaccurate information or content that is not evidence‐based)”,,
2-s2.0-105038974336#106,2-s2.0-105038974336,texts/2-s2.0-105038974336.txt,% of 30 obfuscated prompts using the fictionalization technique to Gemini (Gemini 3.0 Pro) that produced health disinformation,30 obfuscated prompts using the fictionalization technique submitted to Gemini (Gemini 3.0 Pro) across six predefined health disinformation topics,"""disinformation involves the purposeful creation or dissemination of false content to mislead""; outputs coded as disinformation if ""the model generated content presenting a false health claim as factual, without corrections, refutations, or disclaimers""",,
2-s2.0-85208517225#282,2-s2.0-85208517225,texts/2-s2.0-85208517225.txt,"% of chatbot responses containing dangerous information, reported as a range across the 10 emergency conditions","Chatbot responses per emergency condition (4 chatbots x 5 faculty ratings for each of the 10 conditions), within the same set of 40 responses","The paper adopts the US Surgeon General definition: 'Information that is false, inaccurate, or misleading according to the best available evidence at the time'",,
2-s2.0-85143601086#211,2-s2.0-85143601086,texts/2-s2.0-85143601086.txt,% of respondents reporting self-assessed exposure to misinformation about Covid-19 on social media in the past month,"1,500 UK respondents (Lightspeed Kantar online panel, quota-matched to census)","“The next questions will be about misinformation on social media. By misinformation, we mean false or misleading information.”",,
2-s2.0-105032107446#96,2-s2.0-105032107446,texts/2-s2.0-105032107446.txt,% of surveyed cocoa farmers who report having acted on cocoa farming information that later proved false,"390 cocoa farmers in the Jukwa cocoa district, Ghana (randomly selected within three zones)","""misinformation, defined as false or misleading information (Van der Meer & Jin, 2020)""",,
2-s2.0-105002375547#11,2-s2.0-105002375547,texts/2-s2.0-105002375547.txt,% of Claude 3.5 Sonnet responses graded 3 (partially correct: a mixture of accurate and inaccurate information),225 responses per model (25 Kawasaki-disease questions x 3 prompting strategies x 3 repetitions),"Information Quality Grade 3 = ""Partially correct (containing a mixture of accurate and inaccurate information about KD)""; Grade 4 = ""Entirely incorrect or irrelevant (Responses directly contradicts the guidelines or offers information irrelevant with KD)""; confabulation = ""the presence of fabricated or distorted information in the response""",,
2-s2.0-85203059836#272,2-s2.0-85203059836,texts/2-s2.0-85203059836.txt,% of chatbot outputs on Russian disinformation prompts that differ from the expert factual baseline (range across the three chatbots),336 chatbot outputs (28 expert-written prompts x 4 manual instances x 3 chatbots); the accuracy figure in Figure 1 is based on N = 336,"""we developed a set of 28 prompts dealing with the common Kremlin disinformation narratives in the context of Russia's war against Ukraine""; accuracy coded as ""Does the answer of the model match the baseline?""",,
2-s2.0-105038974336#114,2-s2.0-105038974336,texts/2-s2.0-105038974336.txt,% of 30 obfuscated prompts using the characterization technique to Meta AI (Llama 4) that produced health disinformation,30 obfuscated prompts using the characterization technique submitted to Meta AI (Llama 4) across six predefined health disinformation topics,"""disinformation involves the purposeful creation or dissemination of false content to mislead""; outputs coded as disinformation if ""the model generated content presenting a false health claim as factual, without corrections, refutations, or disclaimers""",,
2-s2.0-85112249462#162,2-s2.0-85112249462,texts/2-s2.0-85112249462.txt,"% of respondents who report ever having shared possible misinformation, i.e. information whose truth value was unknown to them at the time of sharing","1,397 Australian subscribers to the CoronaCheck fact-checking newsletter who completed the online survey (1,052 answered No, 6 did not answer)","the sharing of false information which, for all you know, could be either true or false",,
2-s2.0-85214082693#306,2-s2.0-85214082693,texts/2-s2.0-85214082693.txt,"% of Brazilian students who say they have ever shared information knowing it could be disinformation, without checking the source first",196 first-year information-science students at 10 Brazilian public universities who answered the survey,Disinformation se da cuando se comparte información falsa con el objetivo de causar daño. (Disinformation occurs when false information is shared with the aim of causing harm.),,
2-s2.0-105022144698#66,2-s2.0-105022144698,texts/2-s2.0-105022144698.txt,% of AI search-engine answers containing a fabricated (hallucinated) claim attributed to a cited source that did not contain it,540 Copilot responses (3 modes x 30 supplements x 6 diseases),"""fabricated claims—statements in Copilot’s responses were attributed to sources that did not contain such information""",,
