row_key,item_id,text_file,year,our_measure_type,our_value_pct,our_value_raw,our_denominator,our_construct,our_source_quote,YOUR_verdict,YOUR_value_pct,YOUR_quote,YOUR_note
2-s2.0-85074544598#128,2-s2.0-85074544598,texts/2-s2.0-85074544598.txt,2017,% of retweets of vaccine-related web pages that carried links to low-credibility web pages,14.68,"14.68% (112,225 of 764,283)","764,283 retweets of links to the 143,003 included vaccine-related web pages, Jan 2017 - Mar 2018",QUALITY,"We estimated that 11.86% (16,961 of 143,003) of Web pages were of low credibility, and they generated 14.68% (112,225 of 764,283) of retweets. In comparison, 23.52% (33,636 of 143,003) of Web pages were of high credibility, and they generated 21.04% (160,777 of 764,283) of all retweets.",WRONG_CONSTRUCT,14.68,"We estimated that 11.86% (16,961 of 143,003) of Web pages were of low credibility, and they generated 14.68% (112,225 of 764,283) of retweets.","The value is a share of retweets, so the construct is SHARING rather than QUALITY."
2-s2.0-105027376456#75,2-s2.0-105027376456,texts/2-s2.0-105027376456.txt,2024,% of surveyed students and faculty who report having encountered false or misleading academic content on digital platforms,60,60% (n = 170) of 284 respondents,"284 survey respondents (240 students, 44 faculty) from 12 rural and semi-urban higher education institutions in Tamil Nadu",RECALL,5.5.4 Survey findings (n = 284) Misinformation Exposure: 60% (n = 170) reported encountering false or misleading academic content.,CORRECT,60,5.5.4 Survey findings (n = 284) Misinformation Exposure: 60% (n = 170) reported encountering false or misleading academic content.,Checked against the cited paper.
2-s2.0-85211158486#292,2-s2.0-85211158486,texts/2-s2.0-85211158486.txt,2023,Mean respondent estimate of the % of all information encountered that is disinformation (0-100 slider),57.01,"Mexico: M = 57.01, SD = 23.35, N = 461 (Table 3, Disinformation column)","All information the respondent encounters, as estimated by the respondent; averaged over 461 respondents in Mexico",RECALL,"Table 3. Mean Perceived Misinformation and Disinformation Prevalence Across Countries. United States 52.33 (25.55) / 53.01 (26.21), N = 521; Spain 53.30 (22.93) / 51.49 (23.71), N = 576; The Netherlands 45.93 (22.76) / 42.72 (25.24), N = 518; Argentina 53.63 (20.71) / 54.67 (22.85), N = 507; Mexico 57.01 (22.91) / 57.01 (23.35), N = 461; Chile 53.71 (22.41) / 52.73 (23.92), N = 485; Brazil 49.94 (24.31) / 54.27 (25.79), N = 650; Total 52.11 (23.38) / 52.25 (24.86), N = 3,718.",NOT_IN_PAPER,,,"The paper reports a respondent slider mean, not a share."
2-s2.0-85139734157#193,2-s2.0-85139734157,texts/2-s2.0-85139734157.txt,2022,% of bladder-cancer Pinterest pins containing misinformation (Likert >1 of 5),26,16 (26) of n=61 bladder cancer pins,"61 English-language Pinterest pins retrieved with the search term ""bladder cancer""",CONTENT,"Misinformation ranged from 4% (n=4) in testicular cancer to 26% (n=16) in bladder cancer pins (eg, cow urine for the treatment of bladder cancer).",CORRECT,26,"Misinformation ranged from 4% (n=4) in testicular cancer to 26% (n=16) in bladder cancer pins (eg, cow urine for the treatment of bladder cancer).",Checked against the cited paper.
2-s2.0-85117084466#169,2-s2.0-85117084466,texts/2-s2.0-85117084466.txt,2021,% of respondents who report receiving fake news at all (any frequency),97,el 97% de ellos afirma que las recibe,465 Spanish university students of Communication and Education aged 18-24 (Generation Z),RECALL,"declaran distinguirlas sólo la mitad de los encuestados, aunque el 97% de ellos afirma que las recibe.",CORRECT,97,"noticias falsas, declaran distinguirlas sólo la mitad de los encuestados, aunque el 97% de ellos afirma que las recibe.",Checked against the cited paper.
2-s2.0-105009256604#32,2-s2.0-105009256604,texts/2-s2.0-105009256604.txt,2024,"% of rated CT answers from Google Gemini scored 1 or 2 on the accuracy scale, i.e. (very) inaccurate and likely to mislead",5.26,"5.26% of 114 ratings (Table 1: rating 2 = 2 (1.75%), rating 1 = 4 (3.51%); 6/114)",114 ratings of answers to 57 CT-related patient questions (57 answers rated by each of two board-certified radiologists),CONTENT,"The percentage of the lowest rating for CT-related questions (score 1 and 2) was highest for Google Gemini with 5.26% of all responses, 3.51% for Claude 3.5 Sonnet, and 1.76% for both ChatGPT 4o and Mistral Large 2.",CORRECT,5.26,"The percentage of the lowest rating for CT-related questions (score 1 and 2) was highest for Google Gemini with 5.26% of all responses, 3.51% for Claude 3.5 Sonnet, and 1.76% for both ChatGPT 4o and Mistral Large 2.",Checked against the cited paper.
2-s2.0-85141702826#205,2-s2.0-85141702826,texts/2-s2.0-85141702826.txt,2022,% of respondents saying they had read fake news on social media about COVID-19 to a large or very large extent,83.1,"83.1% of the respondents were adequately aware of fake news reports on social media about COVID-19 outbreak (Table 1: very large extent 39.6% + large extent 43.5%, of n=259)","259 adult residents of Lagos State, Nigeria, ICT-savvy, recruited by purposive sampling via an online Google Form questionnaire",RECALL,"In addition, the table shows that 83.1% of the respondents were adequately aware of fake news reports on social media about COVID-19 outbreak, while less than 14% of the respondents were inadequately aware of fake news reports on social media about COVID-19 outbreak.",CORRECT,83.1,"In addition, the table shows that 83.1% of the respondents were adequately aware of fake news reports on social media about COVID-19 outbreak, while less than 14% of the respondents were inadequately aware of fake news reports on social media about COVID-19 outbreak.",Checked against the cited paper.
2-s2.0-85147755699#224,2-s2.0-85147755699,texts/2-s2.0-85147755699.txt,2021,% of analysed myositis YouTube videos classified by two physician assessors as not very useful/misleading (clinically incorrect or unproven information),1.7,1.7% (8/453),453 English-language YouTube videos on myositis retained from 900 screened (first 100 relevance-ranked results for each of 9 myositis search terms),CONTENT,considered useful and 1.7% (8/453) not very useful.,CORRECT,1.7,"Of the analysed videos, 74.3% (337/453) provided information that was considered useful and 1.7% (8/453) not very useful.",Checked against the cited paper.
2-s2.0-85131270273#185,2-s2.0-85131270273,texts/2-s2.0-85131270273.txt,2021,% of respondents who recalled encountering the claim that nicotine by itself is no more harmful than caffeine from a cup of coffee,31.09,31.09%,"1,225 young adults aged 18-34 recruited via a Qualtrics online panel (convenience sample, oversampled for current e-cigarette users, 59.76%)",RECALL,than caffeine from a cup of coffee’ was recalled by 31.09%,CORRECT,31.09,‘Nicotine by itself is no more harmful than caffeine from a cup of coffee’ was recalled by 31.09% and believed by 29.02%.,Checked against the cited paper.
2-s2.0-85140623057#204,2-s2.0-85140623057,texts/2-s2.0-85140623057.txt,2021,% of respondents coded 1 on the dummy for having seen someone share misinformation on social media in the past month,74,"74% of 1,568 Canada respondents (Table 1, Canada column)","1,568 Canada respondents in a Lightspeed Kantar online panel survey with census quotas",RECALL,The next questions will ask about                           0 or 1           70%            73%           67%            66%           74%,CORRECT,74,The next questions will ask about                           0 or 1           70%            73%           67%            66%           74%,Table 1 Canada column.
2-s2.0-105038974336#111,2-s2.0-105038974336,texts/2-s2.0-105038974336.txt,2025,% of 30 obfuscated prompts using the characterization technique to Grok (Grok 4) that produced health disinformation,33,10 of 30 (33%),30 obfuscated prompts using the characterization technique submitted to Grok (Grok 4) across six predefined health disinformation topics,CONTENT,"Copilot (GPT-5) produced disinformation in 70% (21 of 30) of characterization and 83% (25 of 30) of fictionalization prompts, while Grok (Grok 4) did so in 33% (10 of 30) and 83% (25 of 30), respectively.",CORRECT,33,"while Grok (Grok 4) did so in 33% (10 of 30) and 83% (25 of 30), respectively.",Paper reports 10 of 30 characterization prompts.
2-s2.0-85211158486#290,2-s2.0-85211158486,texts/2-s2.0-85211158486.txt,2023,Mean respondent estimate of the % of all information encountered that is disinformation (0-100 slider),54.67,"Argentina: M = 54.67, SD = 22.85, N = 507 (Table 3, Disinformation column)","All information the respondent encounters, as estimated by the respondent; averaged over 507 respondents in Argentina",RECALL,"Table 3. Mean Perceived Misinformation and Disinformation Prevalence Across Countries. United States 52.33 (25.55) / 53.01 (26.21), N = 521; Spain 53.30 (22.93) / 51.49 (23.71), N = 576; The Netherlands 45.93 (22.76) / 42.72 (25.24), N = 518; Argentina 53.63 (20.71) / 54.67 (22.85), N = 507; Mexico 57.01 (22.91) / 57.01 (23.35), N = 461; Chile 53.71 (22.41) / 52.73 (23.92), N = 485; Brazil 49.94 (24.31) / 54.27 (25.79), N = 650; Total 52.11 (23.38) / 52.25 (24.86), N = 3,718.",NOT_IN_PAPER,,,"The paper reports a respondent slider mean, not a share."
2-s2.0-105016716843#48,2-s2.0-105016716843,texts/2-s2.0-105016716843.txt,2024,"% of Trump TikTok campaign videos coded as using exaggeration (hyperbole amplifying data, facts or problems without showing evidence)",61,el candidato estadounidense (61 %) [usa la exageracion],100 TikTok videos featuring Donald Trump published in the six months before the 2024 US election (n1 = 100),CONTENT,nidense (61 %) como el argentino (52 %) usan para,CORRECT,61,La exageración es la principal forma que tanto el candidato estadounidense (61 %) como el argentino (52 %) usan para fomentar la desinformación.,Checked against the cited paper.
2-s2.0-85203059836#273,2-s2.0-85203059836,texts/2-s2.0-85203059836.txt,2023,% of Google Bard outputs that mention the Russian perspective without debunking it,7.5,7.5% of its responses do not include debunking when the Russian perspective on the matter is mentioned,"Google Bard outputs that mention the Russian perspective (a subset of its 112 outputs; the debunking analysis in Figure 3 covers N = 119 such outputs across all three chatbots, per-chatbot counts not printed)",CONTENT,Only 7.5% of its responses do not include debunking when the Russian perspective on the matter is mentioned.,CORRECT,7.5,Only 7.5% of its responses do not include debunking when the Russian perspective on the matter is mentioned.,Checked against the cited paper.
2-s2.0-105004460836#26,2-s2.0-105004460836,texts/2-s2.0-105004460836.txt,2024,% of eligible top-100 Google Images results for urticaria that depicted neither urticaria nor angioedema,26.4,"26.4% had neither urticaria nor angioedema (47 of 178 photographs; 14/87 for 'urticaria', 33/91 for 'ürtiker')","178 photographs meeting the inclusion criteria out of the first 100 Google Images results for each of two search terms (87 from 'urticaria', 91 from 'ürtiker'); duplicates, illustrations, non-photographic images and dead links excluded",CONTENT,"A total of 178 images were included, with 87 from the “urticaria” search term and 91 from the “ürtiker” search term—71.3% images had isolated urticaria, 1.7% had isolated angioedema, 0.6% had both urticaria and angioedema, and 26.4% had neither urticaria nor angioedema",CORRECT,26.4,"A total of 178 images were included, with 87 from the “urticaria” search term and 91 from the “ürtiker” search term—71.3% images had isolated urticaria, 1.7% had isolated angioedema, 0.6% had both urticaria and angioedema, and 26.4% had neither urticaria nor angioedema",Checked against the cited paper.
2-s2.0-85096714006#146,2-s2.0-85096714006,texts/2-s2.0-85096714006.txt,2020,% of respondents who at some point shared Covid-19 news that was exaggerated without being aware of it,41.2,58.8% Never / 41.2% At some point (values 2-6),"471 respondents to the news-use / fake-news block of an online survey of Canary Islands residents aged 16+ (item non-response 4.2%; analytic n for the sharing items = 451, per the Table 4 note: intentional distributors n = 108, rest of the sample n = 343)",RECALL,"(a) was exaggerated, and you were not aware of this? 58.8% 41.2%",CORRECT,41.2,"(a) was exaggerated, and you were not aware of this?                                                      58.8% 41.2%",Checked against the cited paper.
2-s2.0-85211158486#294,2-s2.0-85211158486,texts/2-s2.0-85211158486.txt,2023,Mean respondent estimate of the % of all information encountered that is disinformation (0-100 slider),52.73,"Chile: M = 52.73, SD = 23.92, N = 485 (Table 3, Disinformation column)","All information the respondent encounters, as estimated by the respondent; averaged over 485 respondents in Chile",RECALL,"Table 3. Mean Perceived Misinformation and Disinformation Prevalence Across Countries. United States 52.33 (25.55) / 53.01 (26.21), N = 521; Spain 53.30 (22.93) / 51.49 (23.71), N = 576; The Netherlands 45.93 (22.76) / 42.72 (25.24), N = 518; Argentina 53.63 (20.71) / 54.67 (22.85), N = 507; Mexico 57.01 (22.91) / 57.01 (23.35), N = 461; Chile 53.71 (22.41) / 52.73 (23.92), N = 485; Brazil 49.94 (24.31) / 54.27 (25.79), N = 650; Total 52.11 (23.38) / 52.25 (24.86), N = 3,718.",NOT_IN_PAPER,,,"The paper reports a respondent slider mean, not a share."
2-s2.0-85108512332#157,2-s2.0-85108512332,texts/2-s2.0-85108512332.txt,2020,"% of #coronavirus TikTok videos coded as containing incorrect, misleading or incomplete information about COVID-19",27,"27% of 750 videos ('Twenty-seven percent of videos'); by month January n = 77, 32%; February n = 64, 27%; March n = 37, 20% (Table 1)","750 TikTok videos tagged #coronavirus (250 randomly selected from each of January, February and March 2020, drawn from 2,676 extracted videos)",CONTENT,"Twenty-seven percent of videos were identified as having incorrect, misleading, or incomplete information about COVID-19",CORRECT,27,"Twenty-seven percent of videos were identified as having incorrect, misleading, or incomplete information about COVID-19",Checked against the cited paper.
2-s2.0-85096714006#147,2-s2.0-85096714006,texts/2-s2.0-85096714006.txt,2020,% of respondents who at some point shared Covid-19 news they suspected was made up when they shared it,18.6,81.4% Never / 18.6% At some point (values 2-6),"471 respondents to the news-use / fake-news block of an online survey of Canary Islands residents aged 16+ (item non-response 4.2%; analytic n for the sharing items = 451, per the Table 4 note: intentional distributors n = 108, rest of the sample n = 343)",RECALL,(b) you suspected was made up when you shared it? 81.4% 18.6%,CORRECT,18.6,(b) you suspected was made up when you shared it?                                                         81.4% 18.6%,Checked against the cited paper.
2-s2.0-85205142420#280,2-s2.0-85205142420,texts/2-s2.0-85205142420.txt,2022,% of survey respondents who say they share a news item even though they believe it is false,10,"El 10 % restante confiesa compartirla, aunque crea que es falsa [The remaining 10% admit sharing it, even though they believe it is false]","1,350 residents of the Community of Madrid aged 18-80 surveyed by 40dB",RECALL,"su falsedad (24,7 %). El 10 % restante confiesa com-",CORRECT,10,"El 10 % restante confiesa compartirla, aunque crea que es falsa",Checked against the cited paper.
2-s2.0-85074544598#127,2-s2.0-85074544598,texts/2-s2.0-85074544598.txt,2017,% of unique vaccine-related web pages shared on Twitter estimated to be of low credibility,11.86,"11.86% (16,961 of 143,003)","143,003 unique English-language, text-based vaccine-related web pages shared on Twitter between 17 Jan 2017 and 14 Mar 2018 (from 1.27 million URLs extracted from 6,591,566 tweets, after language, dead-link, <300-word and duplicate filtering)",QUALITY,"We estimated that 11.86% (16,961 of 143,003) of Web pages were of low credibility, and they generated 14.68% (112,225 of 764,283) of retweets.",CORRECT,11.86,"We estimated that 11.86% (16,961 of 143,003) of Web pages were of low credibility, and they generated 14.68% (112,225 of 764,283) of retweets.",Checked against the cited paper.
2-s2.0-85211158486#298,2-s2.0-85211158486,texts/2-s2.0-85211158486.txt,2023,Mean respondent estimate of the % of information spread by TikTok that is misinformation (0-100 slider),55.59,"TikTok: M = 55.59, SD = 29.34 (pooled across the seven countries, N = 3,718)","All information spread by TikTok as estimated by the respondent; averaged over 3,718 respondents in seven countries",RECALL,"When distinguishing between the different social and online media sources we considered, we mainly see that people associate misinformation with Facebook (M = 57.81, SD = 27.95) and TikTok (M = 55.59, SD = 29.34), whereas online or alternative media that challenge established information sources are less likely to be associated with misinformation (M = 48.84, SD = 26.96).",NOT_IN_PAPER,,,"The paper reports a respondent slider mean, not a share."
2-s2.0-85112249462#163,2-s2.0-85112249462,texts/2-s2.0-85112249462.txt,2020,% of respondents who report having shared information that they later discovered was false,31.4,"440/1,397 (31.4%; reported in the text as 31%)","1,397 Australian subscribers to the CoronaCheck fact-checking newsletter who completed the online survey (942 answered No, 15 did not answer)",RECALL,24% of this cohort were willing to share possible misinformation and 31% had shared information that they later discovered to be false,CORRECT,31.4,Have you shared information that you later discovered was false?,"The table reports Yes = 440 (31.4%) of 1,397."
2-s2.0-85197342411#267,2-s2.0-85197342411,texts/2-s2.0-85197342411.txt,2024,mean Global Quality Score (1-5) of Google Bard answers to ten sports medicine (ACL) questions,4,"4 +/- 0.78 (mean +/- SD, GQS 1-5)",10 Google Bard answers rated by two expert sports medicine surgeons,QUALITY,"In sports medicine, the average score for responses provided by Google Bard was 4 ± 0.78, while the average score for responses generated by ChatGPT was 4.1 ± 0.7.",CORRECT,4,"In sports medicine, the average score for responses provided by Google Bard was 4 ± 0.78, while the average score for responses generated by ChatGPT was 4.1 ± 0.7.",Checked against the cited paper.
2-s2.0-105002375547#14,2-s2.0-105002375547,texts/2-s2.0-105002375547.txt,2024,% of Gemini 1.5 Pro responses graded 3 (partially correct: a mixture of accurate and inaccurate information),9.8,22/225 (9.8%),225 responses per model (25 Kawasaki-disease questions x 3 prompting strategies x 3 repetitions),CONTENT,3 30 (13.3) 18 (8.0) 22 (9.8) 4 3 (1.4) 1 (0.5) 2 (0.9),CORRECT,9.8,3 30 (13.3) 18 (8.0) 22 (9.8) 4 3 (1.4) 1 (0.5) 2 (0.9),"Table 4 cell for Gemini 1.5 Pro, Grade 3."
2-s2.0-105038974336#102,2-s2.0-105038974336,texts/2-s2.0-105038974336.txt,2025,% of 30 obfuscated prompts using the characterization technique to Claude (Claude Sonnet 4.5) that produced health disinformation,0,0 of 30 (0%),30 obfuscated prompts using the characterization technique submitted to Claude (Claude Sonnet 4.5) across six predefined health disinformation topics,CONTENT,"Notably, Claude (Claude Sonnet 4.5) and ChatGPT (GPT-5.1) did not generate any health disinformation in response to any direct, characterization, and fictionalization prompts submitted across the six health topics.",CORRECT,0,"Notably, Claude (Claude Sonnet 4.5) and ChatGPT (GPT-5.1) did not generate any health disinformation in response to any direct, characterization, and fictionalization prompts submitted across the six health topics.",Checked against the cited paper.
2-s2.0-85143601086#215,2-s2.0-85143601086,texts/2-s2.0-85143601086.txt,2021,% of respondents who report ever having shared misinformation on social media (any topic),12,12%,"1,500 UK respondents (Lightspeed Kantar online panel, quota-matched to census)",RECALL,100% 90% 80% 70% 60% 50% 40% 30% 22% 20% 17% 18% 18% 12% 10% 0% All respondents US UK France Canada Figure 3. Sharing of misinformation (any topic). [axis labels and bar values as extracted from Figure 3; the bar for UK reads 12%],CORRECT,12,100% 90% 80% 70% 60% 50% 40% 30% 22% 20% 17% 18% 18% 12% 10% 0% All respondents US UK France Canada Figure 3. Sharing of misinformation (any topic).,Figure 3 UK bar label.
