row_key,item_id,text_file,year,our_measure_type,our_value_pct,our_value_raw,our_denominator,our_construct,our_source_quote,YOUR_verdict,YOUR_value_pct,YOUR_quote,YOUR_note
2-s2.0-105001289069#0,2-s2.0-105001289069,texts/2-s2.0-105001289069.txt,2024,% of Perplexity answer-evaluations scored 1 (very poor) or 2 (poor),7.6,7.6% (31/408),408 evaluations of that model's answers (102 rare-disease questions x 4 evaluators),QUALITY,"Perplexity, Gemini, Claude, and ChatGPT received scores of 1 (very poor) or 2 (poor) in 7.6% (31/408), 2.0% (8/408), 1.5% (6/408), and 1.5% (6/408) cases, respectively.","CORRECT","7.6","Perplexity, Gemini, Claude, and ChatGPT received scores of 1 (very poor) or 2 (poor) in 7.6% (31/408), 2.0% (8/408), 1.5% (6/408), and 1.5% (6/408) cases, respectively.","Checked: Perplexity is 7.6% (31/408)."
2-s2.0-85142094882#206,2-s2.0-85142094882,texts/2-s2.0-85142094882.txt,2021,% of articles in The Light coded as Covid-19 conspiracy theory content,21,"77 articles, 21% of total content (of 363 articles)","363 articles across all ten issues of The Light (average 36 articles per issue), September 2020 to June 2021",CONTENT,Covid-19 conspiracy theory 77 21 0.930 0.741 Other conspiracy content 14 4 0.985 0.849 Non-conspiracist Covid-19 content 100 28 0.902 0.725 Other news item 72 20 0.953 0.876 Advertising 100 28 1.000 1.000,"CORRECT","21","Covid-19 conspiracy theory                                          77               21          0.930          0.741","Checked: Table 1 reports 77 articles and 21% of total content."
2-s2.0-85205142420#278,2-s2.0-85205142420,texts/2-s2.0-85205142420.txt,2022,% of survey respondents who say they receive news they believe to be false at least weekly,25.9,"el 25,9 % de manera semanal [25.9% weekly]","1,350 residents of the Community of Madrid aged 18-80 surveyed by 40dB",RECALL,"mensual y el 25,9 % de manera semanal; un 19,5 %","CORRECT","25.9","De ellos, el 25,9 % semanalmente y el 54 % declara recibirlas a través de las redes sociales, principalmente Facebook.","Checked: 25.9% reported receiving false news weekly."
2-s2.0-105016716843#46,2-s2.0-105016716843,texts/2-s2.0-105016716843.txt,2024,% of Trump TikTok campaign videos coded as containing fabricated content,2,Trump lo emplea en el 2 % de los videos analizados (Trump uses it in 2% of the videos analysed),100 TikTok videos featuring Donald Trump published in the six months before the 2024 US election (n1 = 100),CONTENT,emplea en el 2 % de los vídeos analizados y Milei lo,"CORRECT","2","Trump lo emplea en el 2 % de los vídeos analizados y Milei lo emplea en el 5 %.","Checked: the paper reports 2% for Trump fabricated-content videos."
2-s2.0-85135381095#190,2-s2.0-85135381095,texts/2-s2.0-85135381095.txt,2021,% of GoFundMe campaigns opposing mask or vaccine mandates that contained verifiably false COVID-19 claims,60,48 (60%) of 80 antirestriction campaigns,"80 GoFundMe campaigns created to oppose mask or vaccine mandates (of 96 mandate-related campaigns, 0.32% of the 30,368 analysed)",CONTENT,"Among the 80 campaigns requesting support for antirestriction positions, 48 (60%) contained verifiably false claims regarding COVID-19 and COVID-19 vaccination.","CORRECT","60","Among the 80 campaigns requesting support for antirestriction positions, 48 (60%) contained verifiably false claims regarding COVID-19 and COVID-19 vaccination.","Checked: 48/80 campaigns is 60%."
2-s2.0-105031067442#80,2-s2.0-105031067442,texts/2-s2.0-105031067442.txt,2022,% of US social-media-using adults who say 'a lot' of the health information they see on social media is false or misleading,34.12,"A lot 1472 (34.12%); full distribution: None 68 (1.58%), A little 755 (17.50%), Some 2019 (46.80%), A lot 1472 (34.12%)","4,314 respondents answering the misinformation item, from an analytic sample of 4,594 HINTS 6 Cycle 6 participants who had accessed social media at least a few times in the past 12 months (of 6,252 total HINTS respondents)",RECALL,How much of the health information that you see on social media do you think is false or misleading? None 68 (1.58%) A little 755 (17.50%) Some 2019 (46.80%) A lot 1472 (34.12%),"CORRECT","34.12","A lot                                                                                                                          1472 (34.12%)","Checked: 34.12% selected “A lot” for false or misleading social-media health information."
2-s2.0-85172171076#244,2-s2.0-85172171076,texts/2-s2.0-85172171076.txt,2020,% of the domains shared by pro-vaccine Facebook venues that were rated unreliable,0.2,Roughly 0.2% of the domains shared by pro-vaccine venues were rated as unreliable,"The domains shared by the 190 pro-vaccine Facebook venues, drawn from 46,472 unique URLs belonging to 2,436 distinct domains shared across all 451 vaccine-related venues (Fig. 3's caption restricts the plotted proportion to news sites)",SHARING,Roughly 0.2% of the domains shared by pro-vaccine venues were rated as unreliable compared to roughly 50% for anti-vaccine venues.,"CORRECT","0.2","Roughly 0.2% of the domains shared by pro-vaccine venues were rated as unreliable compared to roughly 50% for anti-vaccine venues.","Checked: the paper states the 0.2% unreliable-domain share."
2-s2.0-85106448562#155,2-s2.0-85106448562,texts/2-s2.0-85106448562.txt,2020,% of coded Facebook news comments containing COVID-19 misinformation (confusion/misinformation category),34.1,Confusion/Misinformation 210 34.1 (of n = 615),"615 relevant Facebook comments (of 1,108 sampled) on the daily COVID-19 case-count posts of three Montana news outlets: 331 NBC Montana, 207 Billings Gazette, 77 Great Falls Tribune",CONTENT,The confusion/misinformation (34.1%) and conspiracy (19.2%) categories represented more than half (53.3%) of the discussion among those identifying barriers.,"CORRECT","34.1","The confusion/misinformation (34.1%) and conspiracy (19.2%) categories represented more than half (53.3%) of the discussion among those identifying barriers.","Checked: 210/615 relevant comments is 34.1%; overlapping categories are noted by the paper."
2-s2.0-85197342411#269,2-s2.0-85197342411,texts/2-s2.0-85197342411.txt,2024,mean Global Quality Score (1-5) of Google Bard answers to ten paediatric orthopaedics (flat feet) questions,3.5,"3.5 +/- 1 (mean +/- SD, GQS 1-5)",10 Google Bard answers rated by two expert paediatric orthopaedic surgeons,QUALITY,"For pediatric orthopedics, the average score for responses provided by Google Bard was 3.5 ± 1, while the average score for responses generated by ChatGPT was 3.8 ± 0.83.","PAPER_NOT_ELIGIBLE","","","This is a mean Global Quality Score, not a prevalence share."
2-s2.0-85197342411#266,2-s2.0-85197342411,texts/2-s2.0-85197342411.txt,2024,mean Global Quality Score (1-5) of ChatGPT-3.5 answers to ten sports medicine (ACL) questions,4.1,"4.1 +/- 0.7 (mean +/- SD, GQS 1-5)",10 ChatGPT-3.5 answers rated by two expert sports medicine surgeons,QUALITY,"In sports medicine, the average score for responses provided by Google Bard was 4 ± 0.78, while the average score for responses generated by ChatGPT was 4.1 ± 0.7.","PAPER_NOT_ELIGIBLE","","","This is a mean Global Quality Score, not a prevalence share."
2-s2.0-105010038175#39,2-s2.0-105010038175,texts/2-s2.0-105010038175.txt,2023,% of included Instagram #diastasisrecti posts whose exercise/sports suggestions were not supported by the literature (non-evidence-based),60.7,17 (60.7%) of 28 included posts non-evidence-based; 11 (39.3%) evidence-based; abstract rounds to 61%,"28 public English-language Instagram posts about diastasis recti abdominis (DRA), exercise and sports, included from the first 1,000 posts tagged #diastasisrecti",CONTENT,"Results Among the 1,000 posts screened, 28 were included. The majority (61%, n = 17) provided non-evidence-","WRONG_CONSTRUCT","61","The majority (61%, n = 17) provided non-evidence-based content.","The percentage is an evidence/quality classification, so the construct is QUALITY, not CONTENT."
2-s2.0-105001943973#4,2-s2.0-105001943973,texts/2-s2.0-105001943973.txt,2023,mean estimated percentage of the news (online and offline) in one's own country that consists of misinformation,53.39,53.39 (SD = 26.47) percent,"2,979 respondents in seven countries (Kantar quota samples: US 545, UK 411, Netherlands 393, Germany 394, France 389, Poland 408, India 439)",RECALL,"On average, respondents estimated that 53.39 (SD = 26.47) percent of online and offline news in their own country consists of misinformation.","PAPER_NOT_ELIGIBLE","","","This is a mean estimated percentage of perceived misinformation, not a prevalence share."
2-s2.0-105038974336#110,2-s2.0-105038974336,texts/2-s2.0-105038974336.txt,2025,% of 30 direct disinformation-seeking prompts to Grok (Grok 4) that produced health disinformation,63,19 of 30 (63%),30 direct disinformation-seeking prompts submitted to Grok (Grok 4) across six predefined health disinformation topics,CONTENT,"For the direct prompts, Copilot (GPT-5) and Meta AI (Llama 4) produced disinformation in 47% (14 of 30) submissions, while Grok (Grok 4) did so in 63% (19 of 30). Gemini (Gemini 3.0 Pro) blocked all direct disinformation-seeking requests.","CORRECT","63","For the direct prompts, Copilot (GPT-5) and Meta AI (Llama 4) produced disinformation in 47% (14 of 30) submissions, while Grok (Grok 4) did so in 63% (19 of 30).","Checked: Grok produced disinformation in 19 of 30 direct prompts, 63%."
2-s2.0-85158874704#235,2-s2.0-85158874704,texts/2-s2.0-85158874704.txt,2021,% of UK respondents who report ever having shared a political news story online that they later found out was made up (accidental sharing),9.0,"Admits accidental sharing, United Kingdom, Mean/Prop. = .090 (binary variable, min 0, max 1)","1,156 UK respondents aged 18-70 from the Respondi online panel, quota-sampled on gender, age, income and labour-market status",RECALL,Admits accidental sharing                 .061         0      1                    .090         0      1,"CORRECT","9.0","Admits accidental sharing                 .061         0      1                    .090         0      1","Checked: .090 is 9.0% for the UK sample."
2-s2.0-85197342411#268,2-s2.0-85197342411,texts/2-s2.0-85197342411.txt,2024,mean Global Quality Score (1-5) of ChatGPT-3.5 answers to ten paediatric orthopaedics (flat feet) questions,3.8,"3.8 +/- 0.83 (mean +/- SD, GQS 1-5)",10 ChatGPT-3.5 answers rated by two expert paediatric orthopaedic surgeons,QUALITY,"For pediatric orthopedics, the average score for responses provided by Google Bard was 3.5 ± 1, while the average score for responses generated by ChatGPT was 3.8 ± 0.83.","PAPER_NOT_ELIGIBLE","","","This is a mean Global Quality Score, not a prevalence share."
2-s2.0-105040346162#120,2-s2.0-105040346162,texts/2-s2.0-105040346162.txt,2025,% of survey respondents who report having shared fake news without realising it,30.7,129/420 (30.7%) answered 'Yes' to having shared fake news without realizing it,420 Pakistani digital-media users aged 18+ surveyed online (non-probability purposive sample across all provinces),RECALL,"To see whether the respondents shared fake news unknowingly, they were questioned on whether they shared such fake news. The majority of respondents (46.4%) disagreed, 30.7% agreed, and 22.9% reported they are not sure whether they shared fake news unknowingly or not.","CORRECT","30.7","To see whether the respondents shared fake news unknowingly, they were questioned on whether they shared such fake news. The majority of respondents (46.4%) disagreed, 30.7% agreed, and 22.9% reported they are not sure whether they shared fake news unknowingly or not.","Checked: 30.7% agreed they had shared fake news unknowingly."
2-s2.0-85083635352#132,2-s2.0-85083635352,texts/2-s2.0-85083635352.txt,2018,% of panel respondents who reported having been exposed to the false story 'some vaccines can cause autism in children',72.3,"72,3% exposición (Vacunas producen autismo)","451 Chilean internet users who completed wave 2 of a panel stratified on the national Casen survey (sex, age, geography)",RECALL,"Vacunas producen autismo 72,3% 17,5% 5,0%","CORRECT","72.3","Vacunas producen autismo                                                         72,3%                    17,5%                       5,0%","Checked: the table reports 72.3% exposed to the false story."
2-s2.0-85139957474#200,2-s2.0-85139957474,texts/2-s2.0-85139957474.txt,2018,% of respondents who say they come across news or information that misrepresents reality or is even false every day or almost every day,32.5,Portugal (32.5%),Portuguese respondents in Flash Eurobarometer 464 (national n not stated; mean per-country sample 982),RECALL,"One could think that regional grouping (Nordic vs. Latin countries, for example) could explain this phenomenon, but similar differences are also found among proximate countries such as Spain (53%), France (39.5%), and Portugal (32.5%).","CORRECT","32.5","similar differences are also found among proximate countries such as Spain (53%), France (39.5%), and Portugal (32.5%).","Checked: Portugal is reported as 32.5%."
